,img,player,position,height,weight,college,draft_yr,pick,drafted_by,all_nba,all_star,yrs,games,games_started,tot_min_played,tot_pts,tot_trb,tot_ast,fg_pct,fg3_pct,ft_pct,min_pg,pts_pg,trb_pg,ast_pg,fg_pg,fga_pg,fg3_pg,fg3a_pg,efg_pct,ft_pg,fta_pg,orb_pg,drb_pg,steals_pg,blocks_pg,tov_pg,pf_pg,win_share,ws_per_game,bpm,vorp,attend_college,inches,pounds,pos_num,player_comp
617,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/collima01.jpg,Mardy Collins,SF, 6-6,220lb,Temple,2006,29,NYK,0,0,4,189,31,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,1.6,4.1,0.2,0.7,0.405,0.6,1.0,0.5,1.3,0.6,0.1,1.1,1.4,-1.6,-0.027000000000000003,-4.9,-2.0,1,78,220,3,Javaris Crittenton
618,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/freeljo01.jpg,Joel Freeland,PF, 6-10,250lb,No college,2006,30,POR,0,0,3,151,9,1821,477,518,65,0.45899999999999996,0.0,0.728,12.1,3.2,3.4,0.4,1.4,3.0,0.0,0.0,0.45899999999999996,0.4,0.5,1.3,2.2,0.2,0.4,0.5,1.7,3.2,0.084,-2.5,-0.2,0,82,250,4,Nathan Jawai
619,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/whiteja02.jpg,James White,SG, 6-7,200lb,Cincinnati,2006,31,POR,0,0,3,67,18,583,182,68,35,0.43799999999999994,0.34,0.6759999999999999,8.7,2.7,1.0,0.5,1.1,2.4,0.3,0.7,0.491,0.3,0.5,0.1,0.9,0.3,0.1,0.4,0.8,0.8,0.062,-3.4,-0.2,1,79,200,2,Donta Smith
620,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/novakst01.jpg,Steve Novak,SF, 6-10,225lb,Marquette,2006,32,HOU,0,0,11,467,6,5657,2177,591,132,0.43700000000000006,0.43,0.877,12.1,4.7,1.3,0.3,1.6,3.7,1.2,2.9,0.605,0.2,0.2,0.1,1.1,0.2,0.1,0.2,0.8,14.5,0.12300000000000001,-0.9,1.6,1,82,225,3,James Jones
621,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/jonesso01.jpg,Solomon Jones,PF, 6-10,230lb,University of South Florida,2006,33,ATL,0,0,8,281,12,3092,839,654,99,0.467,0.111,0.7170000000000001,11.0,3.0,2.3,0.4,1.1,2.3,0.0,0.0,0.467,0.8,1.2,0.9,1.4,0.2,0.5,0.6,2.0,5.0,0.078,-2.9,-0.7,1,82,230,4,Sean Marks
622,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Paul Davis,C, 6-11,270lb,Michigan State,2006,34,LAC,0,0,4,82,2,702,217,158,32,0.402,0.0,0.732,8.6,2.6,1.9,0.4,1.1,2.7,0.0,0.0,0.402,0.5,0.7,0.9,1.0,0.3,0.2,0.4,1.3,0.5,0.035,-4.7,-0.5,1,83,270,5,Jabari Smith
623,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/tuckepj01.jpg,P.J. Tucker,SF, 6-6,245lb,Texas,2006,35,TOR,0,0,8,582,406,16725,4304,3323,824,0.42200000000000004,0.361,0.7440000000000001,28.7,7.4,5.7,1.4,2.7,6.4,1.0,2.8,0.501,1.0,1.4,1.6,4.1,1.2,0.3,1.0,2.4,30.0,0.086,0.9,12.2,1,78,245,3,Matt Barnes
624,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/smithcr01.jpg,Craig Smith,PF, 6-7,250lb,Boston College,2006,36,MIN,0,0,6,403,49,6826,3080,1567,322,0.5529999999999999,0.037000000000000005,0.6609999999999999,16.9,7.6,3.9,0.8,3.0,5.5,0.0,0.1,0.5529999999999999,1.6,2.4,1.3,2.5,0.5,0.2,1.0,2.4,16.0,0.113,-1.5,0.9,1,79,250,4,Gary Trent Sr.
625,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Bobby Jones,SF, 6-7,215lb,Washington,2006,37,MIN,1,4,2,91,7,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,2.6,0.2,0.7,0.483,0.7,1.0,0.6,1.1,0.3,0.0,0.5,1.6,1.1,0.06,-3.5,-0.3,1,79,215,3,Donta Smith
626,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,David Noel,PF, 6-6,230lb,UNC,2006,39,MIL,0,0,1,68,0,792,184,123,65,0.36700000000000005,0.321,0.86,11.6,2.7,1.8,1.0,1.0,2.6,0.3,0.8,0.415,0.5,0.6,0.6,1.2,0.4,0.1,0.6,1.1,0.4,0.024,-3.4,-0.3,1,78,230,4,Brian Scalabrine
627,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,James Augustine,PF, 6-10,235lb,Illinois,2006,41,ORL,0,0,2,27,0,156,42,33,4,0.514,0.0,0.5,5.8,1.6,1.2,0.1,0.7,1.4,0.0,0.0,0.514,0.1,0.3,0.6,0.6,0.2,0.1,0.2,0.7,0.3,0.10099999999999999,-2.2,0.0,1,82,235,4,Vernon Macklin
628,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/gibsoda01.jpg,Daniel Gibson,PG, 6-2,190lb,Texas,2006,42,CLE,0,0,7,397,77,9316,3115,792,775,0.402,0.40700000000000003,0.78,23.5,7.8,2.0,2.0,2.7,6.7,1.5,3.6,0.512,1.0,1.3,0.4,1.6,0.6,0.2,0.9,2.0,16.0,0.08199999999999999,-1.0,2.3,1,74,190,1,Toney Douglas
629,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Marcus Vinicius,SF, 6-8,225lb,No college,2006,43,NOK,0,0,2,26,0,172,50,19,7,0.457,0.42100000000000004,0.556,6.6,1.9,0.7,0.3,0.6,1.3,0.3,0.7,0.5710000000000001,0.4,0.7,0.1,0.6,0.1,0.1,0.3,0.5,0.2,0.055999999999999994,-3.6,-0.1,0,80,225,3,Guerschon Yabusele
630,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/johnsal01.jpg,Alexander Johnson,PF, 6-9,240lb,Florida State,2006,45,IND,0,0,2,102,25,1302,439,275,30,0.517,0.0,0.672,12.8,4.3,2.7,0.3,1.5,2.9,0.0,0.0,0.517,1.3,2.0,0.8,1.9,0.4,0.4,0.9,2.1,1.5,0.055999999999999994,-4.3,-0.7,1,81,240,4,Solomon Jones
631,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/brownde03.jpg,Dee Brown,PG, 6-0,185lb,Illinois,2006,46,UTA,0,0,2,68,11,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1.0,1.8,0.7,2.2,0.2,0.8,0.384,0.4,0.6,0.2,0.8,0.5,0.1,0.7,1.2,0.1,0.008,-4.1,-0.4,1,72,185,1,Lionel Chalmers
632,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,DeCovan Brown,PG, 6-1,160lb,Jacksonville University,1990,19,BOS,0,0,12,608,267,16843,6758,1569,2227,0.436,0.35700000000000004,0.825,27.7,11.1,2.6,3.7,4.2,9.6,1.0,2.8,0.488,1.8,2.1,0.5,2.1,1.3,0.3,1.5,2.1,33.4,0.095,0.6,11.0,1,73,160,1,Lindsey Hunter
633,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/millspa01.jpg,Paul Millsap,PF, 6-8,246lb,Louisiana Tech,2006,47,UTA,0,4,13,945,661,27721,13328,7004,2168,0.491,0.33399999999999996,0.7340000000000001,29.3,14.1,7.4,2.3,5.3,10.8,0.5,1.4,0.512,3.0,4.2,2.3,5.2,1.3,1.0,1.8,3.1,88.2,0.153,3.2,36.4,1,80,246,4,Gerald Wallace
634,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/powele01.jpg,Leon Powe,C, 6-8,240lb,Cal,2006,49,DEN,0,0,5,239,19,3320,1484,911,78,0.515,0.0,0.682,13.9,6.2,3.8,0.3,2.1,4.0,0.0,0.0,0.515,2.1,3.1,1.6,2.2,0.3,0.3,0.8,2.1,12.0,0.174,-2.3,-0.2,1,80,240,5,Craig Smith
635,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/holliry01.jpg,Ryan Hollins,C, 7-0,240lb,UCLA,2006,50,CHA,0,0,10,518,76,6134,1913,1140,151,0.584,0.0,0.649,11.8,3.7,2.2,0.3,1.3,2.3,0.0,0.0,0.584,1.0,1.6,0.9,1.3,0.2,0.5,0.7,2.0,10.4,0.081,-2.6,-1.0,1,84,240,5,Alexander Johnson
636,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Cheikh Samb,C, 7-1,245lb,No college,2006,51,LAL,0,0,2,22,0,114,22,31,1,0.25,0.0,0.444,5.2,1.0,1.4,0.0,0.4,1.6,0.0,0.1,0.25,0.2,0.4,0.6,0.8,0.2,0.5,0.2,0.7,-0.1,-0.055999999999999994,-9.2,-0.2,0,85,245,5,Zhou Qi
637,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Hassan Adams,SG, 6-4,220lb,Arizona,2006,54,NJN,0,0,2,73,8,547,185,84,14,0.534,0.0,0.643,7.5,2.5,1.2,0.2,1.1,2.0,0.0,0.0,0.534,0.4,0.6,0.5,0.7,0.2,0.1,0.4,0.7,0.8,0.07200000000000001,-4.4,-0.3,1,76,220,2,J.R. Giddens
638,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Damir Markota,PF, 6-10,225lb,No college,2006,59,SAS,0,0,1,30,0,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1.0,0.2,0.6,1.7,0.2,0.5,0.423,0.2,0.4,0.4,0.7,0.1,0.0,0.5,0.7,-0.2,-0.07,-9.0,-0.3,0,82,225,4,Tornike Shengelia
639,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Will Blalock,PG, 6-0,205lb,Iowa State,2006,60,DET,0,0,1,14,0,166,25,15,17,0.3,0.2,1.0,11.9,1.8,1.1,1.2,0.6,2.1,0.1,0.4,0.317,0.4,0.4,0.4,0.6,0.4,0.0,0.9,0.6,-0.1,-0.032,-5.7,-0.2,1,72,205,1,Taurean Green
640,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/bogutan01.jpg,Andrew Bogut,PF, 7-0,260lb,Utah,2005,1,MIL,0,0,14,706,661,19862,6808,6112,1546,0.535,0.12,0.557,28.1,9.6,8.7,2.2,4.2,7.9,0.0,0.0,0.535,1.2,2.1,2.5,6.2,0.6,1.5,1.7,3.1,50.6,0.122,2.3,21.6,1,84,260,4,Derrick Favors
641,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/willima02.jpg,Marvin Williams,PF, 6-9,237lb,UNC,2005,2,ATL,0,0,14,1014,827,29030,10622,5363,1313,0.44299999999999995,0.36200000000000004,0.807,28.6,10.5,5.3,1.3,3.8,8.5,1.0,2.7,0.5,2.0,2.5,1.2,4.1,0.8,0.5,1.0,2.0,62.7,0.10400000000000001,-0.2,13.0,1,81,237,4,Mike Dunleavy Jr.
642,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/willide01.jpg,Deron Williams,PG, 6-3,200lb,Illinois,2005,3,UTA,2,3,12,845,771,28865,13804,2619,6819,0.445,0.35700000000000004,0.8220000000000001,34.2,16.3,3.1,8.1,5.8,13.0,1.4,3.9,0.498,3.4,4.1,0.4,2.7,1.0,0.2,2.8,2.5,77.3,0.129,1.3,23.8,1,75,200,1,Stephon Marbury
643,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/paulch01.jpg,Chris Paul,PG, 6-0,175lb,Wake Forest,2005,4,NOH,8,9,14,950,950,33350,17597,4262,9181,0.469,0.37,0.868,35.1,18.5,4.5,9.7,6.5,13.8,1.3,3.6,0.518,4.2,4.9,0.7,3.8,2.2,0.1,2.4,2.5,171.5,0.247,7.3,78.3,1,72,175,1,John Stockton
644,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/feltora01.jpg,Raymond Felton,PG, 6-1,205lb,UNC,2005,5,CHA,0,0,14,971,659,28829,10853,2867,5096,0.41200000000000003,0.32899999999999996,0.79,29.7,11.2,3.0,5.2,4.2,10.3,1.0,2.9,0.45899999999999996,1.8,2.2,0.6,2.4,1.2,0.2,2.1,1.9,40.2,0.067,-0.6,9.9,1,73,205,1,Jameer Nelson
645,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/webstma02.jpg,Martell Webster,SF, 6-7,230lb,No college,2005,6,POR,0,0,10,580,266,13914,5056,1811,588,0.418,0.382,0.7909999999999999,24.0,8.7,3.1,1.0,2.9,7.0,1.4,3.6,0.515,1.5,1.9,0.6,2.5,0.5,0.3,0.9,1.8,24.7,0.085,-0.7,4.6,0,79,230,3,Gerald Green
646,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/villach01.jpg,Charlie Villanueva,PF, 6-11,232lb,UConn,2005,7,TOR,0,0,11,656,163,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8,4.0,9.3,1.1,3.2,0.494,1.2,1.6,1.2,3.4,0.5,0.5,1.0,2.2,22.6,0.08,-1.8,0.6,1,83,232,4,Marcus Morris
647,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/fryech01.jpg,Channing Frye,C, 7-0,255lb,Arizona,2005,8,NYK,0,0,13,890,445,19772,7786,4002,864,0.44,0.38799999999999996,0.8220000000000001,22.2,8.7,4.5,1.0,3.3,7.5,1.2,3.0,0.519,1.0,1.2,0.9,3.6,0.5,0.6,0.9,2.5,38.9,0.094,-0.2,8.9,1,84,255,5,Charlie Villanueva
648,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/dioguik01.jpg,Ike Diogu,PF, 6-8,250lb,Arizona State,2005,9,GSW,0,0,6,225,18,2795,1348,689,69,0.509,0.5,0.7859999999999999,12.4,6.0,3.1,0.3,2.2,4.3,0.0,0.0,0.51,1.6,2.1,1.2,1.8,0.2,0.3,0.9,1.9,6.5,0.11199999999999999,-4.8,-2.0,1,80,250,4,D.J. White
649,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/bynuman01.jpg,Andrew Bynum,C, 7-0,285lb,No college,2005,10,LAL,1,1,8,418,319,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2,4.6,8.2,0.0,0.0,0.556,2.4,3.4,2.4,5.3,0.3,1.6,1.5,2.5,37.4,0.168,1.3,9.0,0,84,285,5,Al Jefferson
650,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Yaroslav Korolev,SF, 6-9,203lb,No college,2005,12,LAC,0,0,2,34,0,168,39,16,13,0.28300000000000003,0.25,0.625,4.9,1.1,0.5,0.4,0.4,1.4,0.1,0.4,0.315,0.3,0.5,0.2,0.3,0.2,0.0,0.2,0.3,-0.1,-0.024,-6.4,-0.2,0,81,203,3,Nikoloz Tskitishvili
651,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Sean May,PF, 6-9,266lb,UNC,2005,13,CHA,0,0,4,119,25,1868,821,481,115,0.45799999999999996,0.231,0.746,15.7,6.9,4.0,1.0,2.7,5.9,0.0,0.1,0.46,1.4,1.9,1.3,2.7,0.4,0.4,1.1,2.0,2.6,0.068,-2.4,-0.2,1,81,266,4,Shelden Williams
652,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Rashad McCants,SG, 6-4,207lb,UNC,2005,14,MIN,0,0,4,249,39,5037,2479,506,331,0.431,0.368,0.741,20.2,10.0,2.0,1.3,3.7,8.6,1.2,3.2,0.499,1.4,1.8,0.5,1.6,0.7,0.2,1.5,2.3,3.6,0.035,-2.5,-0.6,1,76,207,2,Ben McLemore
653,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/wrighan01.jpg,Antoine Wright,SG, 6-7,210lb,Texas A&M,2005,15,NJN,0,0,6,297,96,5714,1614,681,295,0.41200000000000003,0.304,0.674,19.2,5.4,2.3,1.0,2.1,5.0,0.5,1.7,0.46299999999999997,0.8,1.1,0.5,1.8,0.5,0.2,0.8,2.0,3.1,0.026000000000000002,-3.1,-1.5,1,79,210,2,Jeffery Taylor
654,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/grahajo01.jpg,Joey Graham,SF, 6-7,225lb,Oklahoma State,2005,16,TOR,0,0,6,377,84,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,2.3,4.7,0.1,0.5,0.498,1.2,1.5,0.7,2.1,0.4,0.1,0.8,2.1,7.8,0.061,-3.8,-2.8,1,79,225,3,Dahntay Jones
655,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/grangda01.jpg,Danny Granger,SF, 6-9,222lb,New Mexico,2005,17,IND,0,1,10,586,431,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,5.7,13.1,1.7,4.5,0.5,3.7,4.4,1.2,3.8,1.0,0.8,1.9,2.8,48.5,0.126,1.5,16.1,1,81,222,3,Glen Rice Sr.
656,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/greenge01.jpg,Gerald Green,SG, 6-7,205lb,No college,2005,18,BOS,0,0,12,658,118,13026,6412,1639,596,0.41700000000000004,0.361,0.818,19.8,9.7,2.5,0.9,3.5,8.4,1.5,4.1,0.504,1.3,1.5,0.5,2.0,0.5,0.3,1.1,1.9,18.4,0.068,-2.5,-1.5,0,79,205,2,Marco Belinelli
657,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/warriha01.jpg,Hakim Warrick,PF, 6-9,219lb,Syracuse,2005,19,MEM,0,0,8,526,108,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4.0,0.8,3.4,6.9,0.0,0.2,0.493,2.6,3.6,1.3,2.7,0.4,0.3,1.2,1.8,20.4,0.092,-3.1,-2.9,1,81,219,4,Don MacLean
658,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Julius Hodge,SG, 6-7,210lb,NC State,2005,20,DEN,0,0,2,23,1,98,28,15,18,0.44,0.0,0.5,4.3,1.2,0.7,0.8,0.5,1.1,0.0,0.0,0.44,0.3,0.5,0.3,0.3,0.3,0.0,0.5,0.6,0.0,0.003,-4.5,-0.1,1,79,210,2,J.R. Giddens
659,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/robinna01.jpg,Nate Robinson,PG, 5-9,180lb,Washington,2005,21,PHO,0,0,11,618,107,13878,6807,1446,1826,0.423,0.36,0.7959999999999999,22.5,11.0,2.3,3.0,4.0,9.4,1.3,3.6,0.493,1.7,2.2,0.6,1.7,0.9,0.1,1.4,2.4,27.8,0.096,0.2,7.8,1,69,180,1,Aaron Brooks
660,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/jackja01.jpg,Jarrett Jack,SG, 6-3,200lb,Georgia Tech,2005,22,DEN,0,0,13,867,399,24140,9349,2487,3952,0.44,0.34299999999999997,0.855,27.8,10.8,2.9,4.6,3.9,8.9,0.7,2.1,0.48,2.3,2.7,0.3,2.5,0.8,0.1,2.0,1.8,36.8,0.073,-1.2,5.1,1,75,200,2,Luke Ridnour
661,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/headlu01.jpg,Luther Head,SG, 6-3,185lb,Illinois,2005,24,HOU,0,0,6,348,82,7797,2842,845,747,0.423,0.38799999999999996,0.773,22.4,8.2,2.4,2.1,2.9,7.0,1.3,3.3,0.515,1.0,1.3,0.3,2.1,0.7,0.1,1.3,1.5,14.7,0.09,-0.4,3.2,1,75,185,2,Jordan Farmar
662,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/petrojo01.jpg,Johan Petro,C, 7-0,247lb,No college,2005,25,SEA,0,0,8,473,139,7262,2202,1836,227,0.462,0.154,0.6779999999999999,15.4,4.7,3.9,0.5,2.1,4.5,0.0,0.0,0.462,0.5,0.8,1.1,2.7,0.4,0.5,0.8,2.4,5.5,0.037000000000000005,-4.2,-4.0,0,84,247,5,Chris Anstey
663,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/maxieja01.jpg,Jason Maxiell,PF, 6-7,260lb,Cincinnati,2005,26,DET,0,0,10,618,188,11379,3481,2576,266,0.495,0.0,0.564,18.4,5.6,4.2,0.4,2.3,4.6,0.0,0.0,0.495,1.1,2.0,1.7,2.5,0.4,0.8,0.8,1.9,20.3,0.086,-2.0,0.1,1,79,260,4,Etan Thomas
664,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/kleizli01.jpg,Linas Kleiza,PF, 6-8,245lb,Missouri,2005,27,POR,0,0,7,409,65,8185,3561,1470,321,0.435,0.335,0.763,20.0,8.7,3.6,0.8,3.1,7.1,0.9,2.8,0.502,1.6,2.0,0.9,2.6,0.4,0.2,1.0,2.2,13.6,0.08,-2.4,-0.9,1,80,245,4,Pat Garrity
665,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/mahinia01.jpg,Ian Mahinmi,C, 6-11,262lb,No college,2005,28,SAS,0,0,11,580,98,9545,2926,2487,308,0.537,0.125,0.612,16.5,5.0,4.3,0.5,1.9,3.5,0.0,0.0,0.537,1.3,2.1,1.5,2.8,0.6,0.7,1.0,2.6,24.7,0.124,-0.3,4.0,0,83,262,5,Tiago Splitter
666,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Wayne Simien,PF, 6-9,255lb,Kansas,2005,29,MIA,0,0,2,51,2,507,169,99,11,0.469,0.0,0.8540000000000001,9.9,3.3,1.9,0.2,1.3,2.8,0.0,0.0,0.469,0.7,0.8,0.8,1.1,0.3,0.0,0.5,1.6,0.9,0.083,-4.8,-0.4,1,81,255,4,Rakeem Christmas
667,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/leeda02.jpg,David Lee,SF, 6-9,245lb,Florida,2005,30,NYK,1,2,12,829,505,24293,11232,7320,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2,5.5,10.3,0.0,0.0,0.536,2.5,3.2,2.6,6.2,0.8,0.4,1.8,2.6,76.0,0.15,1.6,22.3,1,81,245,3,Carlos Boozer
668,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Salim Stoudamire,SG, 6-1,179lb,Arizona,2005,31,ATL,0,0,3,157,1,2672,1260,214,164,0.40700000000000003,0.366,0.882,17.0,8.0,1.4,1.0,2.8,7.0,1.1,2.9,0.483,1.3,1.5,0.1,1.2,0.4,0.1,1.0,1.5,2.2,0.04,-5.1,-2.1,1,73,179,2,Eddie House
669,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Daniel Ewing,SG, 6-3,185lb,Duke,2005,32,LAC,0,0,2,127,8,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4,1.3,3.3,0.3,1.0,0.433,0.6,0.7,0.3,1.0,0.5,0.1,0.8,1.2,0.8,0.024,-3.7,-0.7,1,75,185,2,Royal Ivey
670,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/bassbr01.jpg,Brandon Bass,PF, 6-8,250lb,LSU,2005,33,NOH,0,0,12,758,283,16410,6575,3448,608,0.499,0.207,0.8320000000000001,21.6,8.7,4.5,0.8,3.4,6.8,0.0,0.1,0.5,1.9,2.3,1.5,3.0,0.4,0.6,0.9,1.8,42.8,0.125,-1.1,3.7,1,80,250,4,Kris Humphries
671,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/milescj01.jpg,C.J. Miles,PG, 6-6,220lb,No college,2005,34,UTA,0,0,14,838,303,17121,8044,1999,902,0.41200000000000003,0.359,0.81,20.4,9.6,2.4,1.1,3.4,8.3,1.5,4.1,0.501,1.3,1.6,0.4,2.0,0.7,0.3,0.9,2.1,30.0,0.084,-1.0,4.3,0,78,220,1,Gerald Green
672,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/turiaro01.jpg,Ronny Turiaf,C, 6-10,249lb,Gonzaga,2005,37,LAL,0,0,10,473,105,8020,2209,1757,618,0.5329999999999999,0.0,0.636,17.0,4.7,3.7,1.3,1.8,3.4,0.0,0.0,0.5329999999999999,1.1,1.7,1.1,2.6,0.4,1.3,0.8,2.4,19.2,0.115,1.0,6.0,1,82,249,5,Sean Williams
673,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Travis Diener,PG, 6-1,175lb,Marquette,2005,38,ORL,0,0,5,179,21,2660,854,243,432,0.38799999999999996,0.353,0.847,14.9,4.8,1.4,2.4,1.7,4.3,0.9,2.6,0.495,0.5,0.6,0.2,1.1,0.4,0.1,0.6,1.1,5.6,0.102,-1.8,0.1,1,73,175,1,A.J. Price
674,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/wafervo01.jpg,Von Wafer,SG, 6-5,210lb,Florida State,2005,39,LAL,0,0,6,200,14,2475,1054,234,146,0.42,0.325,0.7509999999999999,12.4,5.3,1.2,0.7,2.0,4.6,0.5,1.6,0.475,0.9,1.1,0.2,1.0,0.4,0.1,0.6,0.8,3.3,0.064,-3.2,-0.7,1,77,210,2,Bracey Wright
675,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/ellismo01.jpg,Monta Ellis,SG, 6-3,185lb,No college,2005,40,GSW,0,0,12,833,713,29011,14858,2874,3856,0.451,0.314,0.772,34.8,17.8,3.5,4.6,6.9,15.2,0.9,2.8,0.48,3.2,4.2,0.6,2.8,1.7,0.3,2.7,2.3,41.9,0.069,-0.3,12.3,0,75,185,2,Tony Parker
676,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Chris Taft,C, 6-10,260lb,Pitt,2005,42,GSW,0,0,1,17,0,144,47,36,2,0.605,0.0,0.16699999999999998,8.5,2.8,2.1,0.1,1.4,2.2,0.0,0.0,0.605,0.1,0.4,1.1,1.0,0.1,0.4,0.1,1.5,0.5,0.155,-1.3,0.0,1,82,260,5,Joey Dorsey
677,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/willilo02.jpg,Lou Williams,PG, 6-1,175lb,No college,2005,45,PHI,0,0,14,936,110,23018,13305,2058,3094,0.42100000000000004,0.349,0.8390000000000001,24.6,14.2,2.2,3.3,4.6,10.8,1.3,3.8,0.48200000000000004,3.8,4.5,0.4,1.8,0.9,0.2,1.7,1.3,59.4,0.124,0.2,12.9,0,73,175,1,Dennis Schröder
678,https://wingslax.com/wp-content/uploads/2017/12/no-image-available.png,Bracey Wright,SG, 6-3,210lb,Indiana,2005,47,MIN,0,0,2,26,0,325,129,39,20,0.405,0.324,0.794,12.5,5.0,1.5,0.8,1.7,4.3,0.5,1.4,0.45899999999999996,1.0,1.3,0.4,1.1,0.4,0.0,0.5,0.5,0.5,0.068,-3.7,-0.1,1,75,210,2,Von Wafer
679,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/blatcan01.jpg,Andray Blatche,PF, 6-11,235lb,No college,2005,49,WAS,0,0,9,564,191,12462,5706,3024,798,0.467,0.237,0.725,22.1,10.1,5.4,1.4,4.1,8.8,0.1,0.4,0.47200000000000003,1.8,2.4,1.8,3.5,0.9,0.8,1.6,2.5,19.2,0.07400000000000001,-0.3,5.4,0,83,235,4,Luis Scola
680,https://d2cwpp38twqe55.cloudfront.net/req/201910033/images/players/gomesry01.jpg,Ryan Gomes,PF, 6-7,250lb,Providence,2005,50,BOS,0,0,8,487,371,13463,4926,2239,712,0.445,0.349,0.799,27.6,10.1,4.6,1.5,3.9,8.7,0.7,2.0,0.484,1.7,2.1,1.3,3.3,0.7,0.2,1.1,1.9,19.4,0.069,-1.3,2.3,1,79,250,4,Linas Kleiza
