,draft_yr,pick,fg_pct,fg3_pct,ft_pct,min_pg,pts_pg,trb_pg,ast_pg,fg_pg,fga_pg,fg3_pg,fg3a_pg,efg_pct,ft_pg,fta_pg,orb_pg,drb_pg,steals_pg,blocks_pg,tov_pg,pf_pg,ws_per_game,bpm,vorp,attend_college,inches,pounds,pos_num,player_comp
432,2010,41,0.582,0,0.518,10.7,2.9,1.9,0.4,1.1,1.8,0,0,0.582,0.8,1.5,0.6,1.4,0.3,0.8,0.4,1.9,0.089,-1.9,0,1,81,230,4,Ryan Hollins
433,2010,43,0.385,0.222,0.722,11.3,3.6,1.9,0.4,1.3,3.4,0.1,0.6,0.404,0.8,1.1,0.8,1.1,0.3,0.2,0.6,0.9,0.035,-4.7,-0.5,1,81,215,2,Toby Bailey
434,2010,44,0.528,0,0.852,7.6,2.8,2,0.3,1,2,0,0,0.528,0.7,0.8,1,1,0.1,0.3,0.4,1.1,0.168,0,0.2,1,84,253,5,Bernard James
435,2010,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.009,-4.9,0,1,81,234,4,Keith Benson
436,2010,50,0.314,0,0.7,7,1.5,2.3,0.2,0.6,2,0,0,0.314,0.3,0.4,0.8,1.5,0.2,0.4,0.3,0.6,0.01,-5.4,-0.2,1,85,251,5,Stephen Zimmerman
437,2010,52,0.376,0.241,0.737,12.4,3.6,2.8,0.5,1.5,3.9,0.3,1.2,0.415,0.4,0.5,0.9,1.9,0.3,0.3,0.3,1.4,0.048,-3.3,-0.3,1,80,246,4,Brian Scalabrine
438,2010,53,0.333,0,1,7,2.3,1,0.7,0.7,2,0,0.3,0.333,1,1,0.7,0.3,0.3,0,1,0.3,-0.047,-6,0,0,79,225,3,Damien Inglis
439,2010,54,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.7,1.8,0.3,0.8,0.443,0.3,0.4,0.1,0.6,0.3,0,0.4,0.8,0.065,-4.5,-0.1,1,76,203,1,Erick Green
440,2010,55,0.569,0.231,0.687,10.5,3.5,2.6,0.4,1.5,2.6,0,0.1,0.573,0.6,0.8,1,1.6,0.4,0.5,0.3,1.2,0.15,1,2,1,81,200,3,Maceo Baston
441,2010,56,0.467,0,0.462,4.8,0.6,0.8,0.1,0.2,0.5,0,0,0.467,0.2,0.4,0.2,0.5,0.1,0.3,0.2,1,0.013,-4.9,-0.1,1,84,235,5,Kevin Thompson
442,2010,57,0.8,0,0,3.4,1.6,0.4,0,0.8,1,0,0,0.8,0,0,0.2,0.2,0,0,0.2,0.2,0.142,-5.5,0,1,80,232,4,Randy Holcomb
443,2010,58,0.485,0,0.739,5.2,2,1,0.2,0.8,1.6,0,0,0.485,0.4,0.6,0.5,0.6,0.1,0.2,0.5,1.1,0.057,-4.9,-0.2,1,81,275,5,Alton Ford
444,2009,1,0.502,0.342,0.692,35,21.9,9,4.5,8.2,16.4,0.6,1.8,0.521,4.8,6.9,2.2,6.8,0.9,0.5,2.6,2.9,0.171,4,32.3,1,82,250,4,Chris Bosh
445,2009,2,0.567,0,0.578,10.5,2.2,2.7,0.1,0.8,1.4,0,0,0.567,0.5,0.9,0.9,1.8,0.3,0.8,0.5,2,0.099,-1.4,0.4,1,87,263,5,Cole Aldrich
446,2009,3,0.443,0.365,0.857,34.1,24.3,5.2,6.2,7.2,16.2,2.6,7.3,0.525,7.3,8.5,0.8,4.5,1.6,0.5,3.6,2.6,0.224,7.1,59.9,1,77,220,2,Kevin Durant
447,2009,4,0.44,0.323,0.757,30.7,15.7,4.6,4.8,5.9,13.4,0.8,2.6,0.471,3.1,4.1,0.8,3.7,1.2,0.4,2.5,2.2,0.075,0.7,12.6,1,78,220,2,Jalen Rose
448,2009,5,0.388,0.322,0.838,30.9,11.1,4.2,7.7,3.6,9.2,0.8,2.6,0.433,3.1,3.7,0.7,3.5,1.9,0.1,2.7,2.6,0.101,1.2,12.3,0,76,190,1,Brandon Jennings
449,2009,6,0.4,0.338,0.809,22.9,9.2,1.9,3.9,3.4,8.5,0.7,2.1,0.442,1.7,2.2,0.3,1.6,0.7,0,2.3,1.1,-0.015,-4.9,-2.7,1,72,185,1,Tyler Ulis
450,2009,7,0.477,0.436,0.905,34.4,23.5,4.5,6.6,8.1,17.1,3.6,8.2,0.582,3.7,4,0.7,3.8,1.7,0.2,3.1,2.5,0.207,6.5,51.1,1,75,190,1,Damian Lillard
451,2009,8,0.497,0.136,0.699,18.8,7.9,5.8,0.8,3.3,6.7,0,0.1,0.497,1.3,1.8,2.1,3.7,0.4,0.7,1,2.1,0.102,-2,0,1,82,235,4,Kris Humphries
452,2009,9,0.451,0.283,0.828,34.1,19.9,4.3,3.4,7.1,15.8,0.4,1.6,0.465,5.2,6.3,0.8,3.5,1,0.3,2,2.2,0.113,-0.5,10,1,79,220,2,Brandon Roy
453,2009,10,0.387,0.345,0.796,30.3,14.1,3,5.7,5,12.8,1.6,4.8,0.452,2.5,3.1,0.6,2.4,1.2,0.2,2.2,1.8,0.085,0.4,10.4,0,73,170,1,Dennis Schröder
454,2009,11,0.412,0.317,0.659,19.1,7.1,3.6,2.4,2.9,6.9,0.4,1.2,0.439,1,1.5,0.4,3.1,0.5,0.1,1.5,1.3,-0.004,-3.8,-1.4,1,78,220,3,Dion Glover
455,2009,12,0.44,0.327,0.793,25.9,11.2,3.2,1.9,4.2,9.6,0.5,1.4,0.464,2.3,2.9,0.6,2.6,0.7,0.3,1.2,1.7,0.063,-2.2,-0.9,1,77,215,2,Alec Burks
456,1978,64,0.472,0.332,0.776,21.6,8.9,1.7,3.6,3.5,7.5,0.2,0.7,0.487,1.6,2.1,0.6,1.1,1.1,0.1,1.8,2.2,0.082,-1.1,4.3,1,74,175,1,Rory Sparrow
457,2009,13,0.439,0.136,0.738,16.9,6.7,4.2,0.4,2.2,5,0,0.1,0.44,2.3,3.1,1.7,2.5,0.5,0.2,0.7,2,0.134,-2.5,-1,1,81,250,4,Sean May
458,2009,14,0.403,0.328,0.664,13.9,4.4,3,0.5,1.7,4.3,0.3,1,0.439,0.6,0.9,0.7,2.2,0.3,0.5,0.7,1.2,0.038,-3.6,-1.5,1,82,225,4,Qyntel Woods
459,2009,15,0.402,0.351,0.778,14.1,5.2,2.6,0.7,1.9,4.8,0.6,1.8,0.469,0.7,0.9,0.5,2.1,0.4,0.4,0.7,1.6,0.053,-2.6,-0.6,1,83,220,3,Donté Greene
460,2009,16,0.477,0.305,0.695,20.7,7.9,3.6,2.1,3.1,6.6,0.5,1.6,0.514,1.2,1.7,0.8,2.8,0.8,0.9,1.5,2.2,0.09,1.1,9.7,1,80,240,4,Maurice Harkless
461,2009,17,0.452,0.355,0.784,33.1,15.6,3.8,6.4,6.1,13.6,1.2,3.5,0.498,2,2.6,0.8,3,1.5,0.5,2.7,2.3,0.087,1.3,18,1,76,205,1,Eric Bledsoe
462,2009,18,0.46,0.359,0.77,29.2,12.7,2.7,6,4.5,9.8,0.9,2.4,0.504,2.7,3.6,0.6,2.1,1.2,0.1,2.1,1.6,0.126,0.7,10.9,1,71,195,1,Jeff Teague
463,2009,19,0.445,0.356,0.842,27.7,12.7,2.5,5.8,4.5,10.1,0.9,2.5,0.489,2.8,3.3,0.3,2.1,1.2,0.3,2.3,1.9,0.117,0,10,1,74,195,1,Ty Lawson
464,2009,20,0.392,0.35,0.721,14.6,4.3,1.3,2.8,1.6,4.2,0.4,1.2,0.442,0.6,0.8,0.3,1.1,0.4,0.1,1.1,1.1,0.041,-4.7,-2.7,1,75,175,1,Tyler Ennis
465,2009,21,0.471,0.394,0.853,29.4,12.5,2.7,5,4.6,9.8,0.9,2.3,0.517,2.4,2.8,0.5,2.2,1.2,0.1,2,1.7,0.115,0.1,11.1,1,72,175,1,Ty Lawson
466,2009,22,0.398,0.293,0.585,13.4,3.2,2.2,0.7,1.3,3.1,0.4,1.5,0.466,0.3,0.5,0.5,1.7,0.4,0.2,0.7,1.3,0.011,-3.3,-0.4,0,81,224,3,Sergei Monia
467,2009,23,0.454,0.368,0.678,20.3,7.9,4,1.1,2.9,6.4,0.8,2.3,0.52,1.2,1.8,0.8,3.2,0.6,0.2,1,1.6,0.078,-1.5,1.6,0,81,225,3,Cedi Osman
468,2009,24,0.408,0.319,0.706,18.2,7.4,4.2,0.8,2.9,7.2,0.6,1.8,0.448,0.9,1.3,1.1,3.1,0.4,0.5,1,1.8,0.008,-4.6,-2.3,1,84,275,4,Jarell Martin
469,2009,25,0.439,0.325,0.81,15.9,7.1,1.9,2.1,2.8,6.3,0.7,2.2,0.496,0.8,1,0.3,1.6,0.7,0.3,1.1,1.7,0.079,-0.1,1.4,0,72,170,1,Raul Neto
470,2009,26,0.512,0.212,0.709,25.9,9.8,6.4,1,4.1,8,0,0.1,0.514,1.7,2.3,2.4,4.1,0.6,1.1,1.2,2.6,0.125,0.1,10,1,81,232,4,Jason Thompson
471,2009,27,0.43,0.36,0.743,24.2,9.1,4.3,1.3,3.2,7.5,1.2,3.3,0.509,1.5,2.1,1.2,3.2,0.9,0.3,0.9,2,0.105,0.7,9.1,1,80,215,3,Jae Crowder
472,2009,28,0.41,0.379,0.846,21.3,8.2,2.2,1.1,3,7.3,1.5,3.9,0.513,0.7,0.8,0.3,1.9,0.6,0.1,0.7,1.2,0.062,-2,-0.1,1,77,200,2,Luke Kennard
473,2009,29,0.404,0.354,0.824,19.1,7.6,2.2,2.3,2.8,6.9,1.1,3.2,0.486,1,1.2,0.5,1.7,0.9,0.1,1,2,0.077,-0.6,2.6,1,74,195,1,Jordan Farmar
474,2009,30,0.411,0.277,0.611,20.6,6.3,2.7,0.8,2.7,6.5,0.5,1.8,0.45,0.4,0.7,0.6,2.1,0.7,0.6,1,1.7,-0.02,-4,-0.5,0,77,210,3,DeShawn Stevenson
475,2009,31,0.553,0.4,0.776,9.8,2.9,2.7,0.4,1.2,2.2,0,0,0.555,0.5,0.6,0.8,1.8,0.2,0.3,0.6,1.5,0.131,-1.4,0.4,1,81,240,5,D.J. White
476,2009,32,0.441,0.284,0.73,12.1,5.4,1.7,0.7,2.1,4.8,0.3,1,0.471,0.8,1.1,0.7,0.9,0.4,0.1,1,0.8,0.014,-4.6,-0.5,1,76,210,2,Von Wafer
477,2009,33,0.469,0.345,0.649,20.8,5.8,3.7,0.7,2.5,5.3,0.3,0.9,0.498,0.5,0.8,1.1,2.6,0.6,0.5,0.5,1.7,0.08,-1,3.7,1,80,230,4,Luc Mbah a Moute
478,2009,35,0.384,0.367,0.642,9.9,3.3,1,0.3,1.2,3.2,0.3,1,0.438,0.5,0.8,0.3,0.7,0.2,0.1,0.4,1.3,-0.008,-6.4,-0.9,1,80,230,3,Chris Jefferies
479,2009,36,0.442,0.28,0.742,15.9,5.8,2.3,0.7,2.2,5.1,0.2,0.7,0.462,1.1,1.4,0.7,1.6,0.5,0.2,0.8,1.2,0.063,-2.9,-0.9,1,78,220,3,Derrick Brown
480,2009,37,0.524,0,0.608,16.6,6.8,5.1,0.8,2.9,5.6,0,0,0.524,0.9,1.5,1.9,3.2,0.7,0.3,1.1,2.4,0.129,0.4,4.2,1,79,270,4,Craig Smith
481,2009,38,0.488,0,0.618,10.5,2.1,3.1,0.3,0.8,1.6,0,0,0.488,0.6,0.9,1.4,1.7,0.2,0.1,0.4,1.8,0.113,-2.1,0,1,79,255,4,Mark Madsen
482,2009,39,0.457,0.363,0.77,17.8,6.2,4,0.8,2.3,5,0.6,1.7,0.52,0.9,1.2,1.2,2.8,0.5,0.2,0.7,1.9,0.109,-0.8,3.3,0,82,231,4,Omri Casspi
483,2009,40,0.515,0.317,0.637,14.9,5.2,2.4,0.7,2.1,4,0.1,0.2,0.525,1,1.6,1,1.4,0.5,0.2,0.6,1.2,0.085,-1.6,0.2,1,79,225,3,Sam Young
484,2009,41,0.42,0.373,0.879,22.5,9.3,2.1,1.1,3.1,7.4,1.4,3.9,0.517,1.6,1.9,0.3,1.8,0.8,0.1,0.8,1.2,0.096,-0.6,4.2,1,76,210,2,Marcus Thornton
485,2009,42,0.412,0.38,0.77,28.3,9,4.3,3.5,3.2,7.7,1.6,4.2,0.517,1.1,1.4,1.2,3.1,1.2,0.4,1.3,3.1,0.11,1.9,10.7,1,73,185,1,Mario Chalmers
486,2009,43,0.425,0.358,0.83,23.4,11.9,2.8,1.4,4.4,10.4,1.5,4.2,0.498,1.6,1.9,0.8,1.9,0.8,0.1,1,1.5,0.085,-0.8,3.4,1,76,205,2,Jodie Meeks
487,2009,44,0.43,0.352,0.797,19.7,7.9,3,1.2,2.9,6.8,1,2.9,0.504,1,1.3,0.6,2.5,0.5,0.2,0.8,1.2,0.083,-1.4,1.2,1,79,209,3,Keith Bogans
488,2009,45,0.441,0.288,0.581,15.6,4.6,1.9,2.7,1.9,4.3,0.2,0.8,0.468,0.5,0.9,0.3,1.6,1,0.1,1.3,1.7,0.063,-0.7,0.6,1,78,213,2,Kyle Weaver
489,2009,46,0.424,0.404,0.817,25.4,9,3.5,1.6,3.2,7.5,1.9,4.6,0.549,0.7,0.9,0.6,2.9,1,0.8,1,1.7,0.119,3,19.9,1,78,215,2,Kyle Korver
490,2009,48,0.4,0,0.5,4,1.3,0.3,0.1,0.5,1.3,0,0.3,0.4,0.3,0.5,0,0.3,0,0.3,0.1,0.5,-0.039,-7.3,0,1,79,238,3,Andre Emmett
491,2009,52,0.38,0.316,0.742,15.1,5.8,1.4,2.2,2.1,5.5,0.8,2.6,0.456,0.8,1.1,0.3,1.2,0.5,0,0.9,0.9,0.058,-2.4,-0.4,1,74,181,1,Travis Diener
492,2009,53,0.429,0.363,0.835,11.9,3.8,1.8,1.7,1.4,3.3,0.4,1.1,0.491,0.6,0.7,0.3,1.5,0.5,0.1,1,1.1,0.081,-0.8,0.4,0,77,200,2,Raul Neto
493,2009,55,0.431,0.391,0.849,19,8.4,1.7,2.4,3.1,7.1,1.5,3.8,0.536,0.8,0.9,0.3,1.4,0.6,0.1,1,1.3,0.115,0.4,7.1,1,72,180,1,Daniel Gibson
494,2009,58,0.375,0.277,0.806,10.4,4.7,1.4,1.2,1.7,4.4,0.5,1.8,0.431,0.9,1.1,0.3,1.1,0.6,0.1,1,0.9,0.016,-2.7,-0.1,1,75,190,1,Markel Brown
495,2008,1,0.453,0.304,0.824,33.2,18.8,3.5,5.6,7.3,16.2,0.8,2.6,0.477,3.4,4.1,0.9,2.6,0.8,0.3,2.7,1.3,0.099,0.3,10.5,1,75,200,1,Tyreke Evans
496,2008,2,0.465,0.349,0.759,22.8,12.4,4.7,1.3,5.1,10.9,0.5,1.4,0.487,1.8,2.4,1.1,3.6,0.6,0.5,1.7,2.1,0.054,-3.2,-4.3,1,81,235,4,Al Thornton
497,2008,3,0.429,0.373,0.82,30.9,13.8,3.1,2.9,5.1,12,1.6,4.2,0.494,2,2.5,0.5,2.6,1,0.3,2.1,2.3,0.062,-0.8,5.1,1,77,210,2,Jamal Murray
498,2008,4,0.434,0.308,0.801,34.5,23,7,8.4,8.1,18.6,1.1,3.6,0.465,5.7,7.1,1.7,5.3,1.8,0.3,4.1,2.5,0.164,6.6,61.6,1,75,200,1,Dwyane Wade
499,2008,5,0.442,0.37,0.827,32,18.3,11.3,2.3,6,13.6,1.6,4.4,0.502,4.6,5.6,2.9,8.3,0.7,0.5,1.9,2.1,0.179,2.7,24.9,1,82,251,5,Karl-Anthony Towns
500,2008,6,0.425,0.376,0.871,31.1,15.9,4.9,2,4.8,11.3,1.9,5,0.509,4.4,5.1,0.8,4.1,0.8,0.4,1.3,1.9,0.142,1.2,13.7,0,82,225,2,Rashard Lewis
501,2008,7,0.428,0.374,0.814,33,16.7,2.5,2.9,5.7,13.3,2.3,6.2,0.515,3,3.7,0.4,2.1,0.9,0.3,2,2,0.078,-0.9,5.8,1,76,215,2,Bradley Beal
502,2008,8,0.41,0.34,0.698,11.1,4.2,1.8,0.7,1.5,3.7,0.2,0.7,0.442,0.9,1.3,0.7,1.1,0.2,0.4,0.8,1.7,0.03,-3.3,-0.2,1,80,230,3,Earl Clark
503,2008,9,0.413,0.381,0.863,24.1,9.8,1.9,4,3.2,7.7,1.3,3.4,0.497,2.1,2.5,0.3,1.6,0.6,0,1.5,1.5,0.104,-1.5,2.6,1,72,183,1,Aaron Brooks
504,2008,10,0.498,0.347,0.791,30.9,17.3,6.5,1.5,6.6,13.4,0.6,1.8,0.521,3.4,4.3,2.2,4.3,0.6,1.7,1.9,2.7,0.13,1,17,1,84,270,5,Myles Turner
505,2008,11,0.411,0.361,0.818,21.3,8.4,2.1,2.9,2.9,7.1,0.9,2.4,0.471,1.7,2,0.3,1.8,0.6,0.1,1.4,2.1,0.072,-2,0,1,75,200,1,Fred Jones
506,2008,12,0.496,0.143,0.657,25.2,8.9,6.6,1.1,3.6,7.2,0,0.1,0.497,1.7,2.5,2.1,4.4,0.5,0.7,1.3,3,0.077,-1.7,1.3,1,83,250,4,Lorenzen Wright
507,2008,13,0.426,0.402,0.706,22,6.8,2.9,1,2.5,5.9,1.1,2.7,0.518,0.6,0.8,0.4,2.5,0.5,0.5,0.8,1.3,0.051,-1.7,0.7,1,78,220,2,Tony Snell
508,2008,14,0.453,0.241,0.74,15.2,7.1,4.3,0.7,2.7,5.9,0.1,0.3,0.46,1.6,2.2,1.3,2.9,0.6,0.9,1.2,1.8,0.072,-2.1,-0.1,1,82,205,4,Tyrus Thomas
509,2008,15,0.531,0.216,0.757,23,9.1,5.3,0.8,3.8,7.1,0,0.1,0.532,1.5,1.9,2.4,2.9,0.2,1.2,1.1,2,0.117,0.1,9.3,1,84,275,5,JaVale McGee
510,2008,16,0.459,0.356,0.797,15.1,7.9,4.1,0.7,3.1,6.7,0.3,0.9,0.484,1.4,1.8,1.3,2.7,0.3,0.5,0.9,2.2,0.116,-2.8,-2.2,1,82,255,5,Tyler Zeller
511,2008,17,0.465,0.25,0.755,24.8,10,6.3,1.3,4,8.5,0,0,0.465,2.1,2.7,2.3,4,0.4,1.7,1.6,3.1,0.105,0.2,9.1,1,86,270,5,Wendell Carter
512,2008,18,0.57,0.074,0.588,17.4,8,5.1,0.4,3.4,6,0,0,0.57,1.2,2,1.9,3.2,0.4,1.6,1,2.2,0.139,-0.1,5.2,1,84,270,5,Brendan Haywood
513,2008,19,0.505,0,0.617,22.3,9.5,6.8,0.8,3.8,7.6,0,0,0.505,1.8,3,2.2,4.6,0.5,0.6,1.4,1.9,0.088,-2.3,-0.9,1,81,242,5,Jamaal Magloire
514,2008,21,0.422,0.38,0.854,25.9,12.4,5.3,0.9,4.3,10.1,2,5.4,0.523,1.8,2.1,1.9,3.3,0.5,0.3,0.9,2,0.134,0.6,11,1,82,240,4,Marcus Morris
515,2008,22,0.45,0.387,0.853,27.4,9.7,2.7,1.7,3.7,8.2,1.1,2.8,0.516,1.2,1.4,0.5,2.2,1,0.3,1,1.7,0.086,-0.2,9.8,1,77,215,2,Anthony Parker
516,2008,23,0.534,0,0.582,16.4,5.7,5,0.5,2.6,4.8,0,0,0.534,0.6,1,1.7,3.3,0.4,0.7,0.7,2,0.12,-0.9,3.3,1,84,245,5,Miles Plumlee
517,2008,24,0.514,0.357,0.761,28.7,12.3,7.3,0.7,5.1,10,0.6,1.7,0.545,1.5,1.9,2.2,5.1,0.4,2.2,1.3,2.8,0.142,0.6,14.3,0,82,235,4,Jermaine O'Neal
518,2008,25,0.435,0.358,0.841,31.6,11.8,5.3,3.8,4.2,9.6,1.6,4.5,0.519,1.8,2.1,1.1,4.2,1,0.6,1.9,1.8,0.107,2.4,26.8,0,80,200,3,Rashard Lewis
519,2008,26,0.453,0.378,0.801,28.2,11.2,3.1,3.2,4,8.8,1.2,3.2,0.522,2.1,2.6,0.6,2.5,0.9,0.3,1.3,2.1,0.14,1.7,19,1,75,188,1,Delonte West
520,2008,27,0.444,0.352,0.765,17.8,6.5,3.5,0.8,2.7,6.2,0.3,0.9,0.47,0.7,0.9,1.1,2.4,0.6,0.6,0.8,2.5,0.066,-1.9,0.3,1,81,235,4,Jarell Martin
521,2008,28,0.406,0.304,0.701,16.8,6.1,2.4,0.7,2.3,5.7,0.7,2.1,0.463,0.8,1.2,0.6,1.8,0.4,0.5,0.9,1.5,0.017,-3.8,-2,1,83,226,3,Austin Daye
522,2008,29,0.507,0.333,0.72,15.3,5.9,3.2,0.6,2.5,5,0,0,0.507,0.8,1.1,0.8,2.3,0.3,0.4,0.5,1.4,0.087,-3.4,-0.7,1,81,251,4,Andrew Nicholson
523,2008,30,0.476,0,0.565,6.5,1.9,1.4,0.3,0.8,1.7,0,0.3,0.476,0.3,0.6,0.5,0.9,0.3,0.1,0.5,0.8,0.027,-4.6,-0.2,1,77,215,3,Julius Hodge
524,2008,32,0.364,0,0,2.5,1,0.4,0,0.5,1.4,0,0.3,0.364,0,0.3,0,0.4,0,0.3,0,0.4,-0.131,-16.5,-0.1,1,81,245,4,Jerome Beasley
525,2008,33,0.534,0,0.375,11.4,2.6,3.9,0.4,1.1,2,0,0,0.534,0.5,1.2,1.5,2.4,0.5,0.3,0.7,2,0.092,-1.3,0.3,1,80,268,4,Aaron Gray
526,2008,34,0.417,0.351,0.793,26.7,8.9,2.5,3.7,3,7.2,1.2,3.3,0.498,1.7,2.2,0.3,2.1,1.5,0.2,1.9,2.7,0.09,0.3,9.8,1,74,190,1,Kirk Hinrich
527,2008,35,0.67,0.091,0.466,28.2,9.6,10.9,0.9,3.8,5.7,0,0,0.67,1.9,4,3.2,7.6,0.6,1.6,1.4,2.7,0.173,2.2,24.4,1,83,265,5,Hassan Whiteside
528,2008,37,0.454,0.335,0.66,23.3,6.4,4.1,0.9,2.5,5.4,0.3,0.9,0.482,1.2,1.8,1.4,2.7,0.9,0.4,0.9,1.8,0.078,-0.8,4.9,1,80,230,4,Dante Cunningham
529,2008,38,0.441,0.353,0.736,18.9,5,2.2,1.6,1.8,4.2,0.6,1.6,0.51,0.7,1,0.5,1.7,0.8,0.5,1.1,1.3,0.051,-1.3,0.3,1,78,201,2,K.J. McDaniels
530,2008,39,0.465,0.283,0.702,18.2,6.5,2.2,1.4,2.8,6,0.2,0.7,0.48,0.7,1,0.5,1.7,0.5,0.2,1.1,1.5,0.001,-4.2,-1.9,1,78,205,2,Javaris Crittenton
531,2008,40,0.439,0.329,0.831,19.7,7.1,2.1,1.1,2.6,5.9,0.4,1.1,0.471,1.5,1.8,0.4,1.8,0.6,0.2,0.9,1.3,0.059,-2.9,-1,1,79,200,2,MarShon Brooks
532,2008,41,0.435,0,0.684,9.6,2.8,2.4,0.5,1.1,2.6,0,0,0.435,0.6,0.8,1.1,1.2,0.2,0.2,0.6,1.4,0.02,-4,-0.2,0,82,280,4,Jeremy Tyler
533,2008,42,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0.8,2.3,0.3,0.7,0.424,0.5,0.6,0.3,0.7,0.3,0,0.6,1.2,0.006,-4.9,-0.2,1,72,185,1,Joe Young
534,2008,43,0,0,0.75,2.7,0.4,0.3,0.3,0,0.7,0,0.3,0,0.4,0.6,0.1,0.1,0,0.1,0.1,0.1,-0.158,-9.3,0,1,80,235,3,Kris Joseph
535,1985,1,0.504,0.152,0.74,34.3,21,9.8,1.9,8.2,16.3,0,0.1,0.505,4.6,6.2,2.3,7.5,1,2.4,3,3.4,0.15,2,40.9,1,84,240,5,Alonzo Mourning
536,2008,47,0.446,0.369,0.76,16.7,6,2.2,0.8,2.1,4.8,1,2.8,0.556,0.6,0.9,0.3,1.9,0.5,0.1,0.8,2.1,0.079,-1.3,0.5,1,78,220,3,Darius Miller
537,2008,48,0.512,0.167,0.514,7.6,2.4,1.2,0.5,1,2,0,0.2,0.52,0.3,0.6,0.4,0.9,0.2,0.3,0.4,0.8,0.086,-1.9,0,1,78,220,2,Hassan Adams
538,2008,52,0.449,0.235,0.644,7.5,2.2,1.5,0.2,0.9,2,0,0.1,0.456,0.4,0.7,0.7,0.8,0.2,0.1,0.4,1.2,0.059,-4.9,-0.7,1,81,253,4,Sean Marks
539,2008,55,0.412,0.325,0.691,15.1,5.7,1.7,2.1,2.2,5.2,0.3,0.8,0.436,1.1,1.6,0.4,1.3,0.7,0,1.4,1.6,-0.028,-5.5,-0.7,1,74,165,1,Kenny Satterfield
540,2008,56,0.529,0,0.455,3.8,0.9,1,0.1,0.4,0.7,0,0,0.529,0.2,0.4,0.5,0.6,0.2,0.2,0.3,0.4,0.096,-0.8,0,1,83,260,5,James Augustine
541,2008,58,0.3,0.25,1,11.5,4.5,2,0.5,1.5,5,0.5,2,0.35,1,1,0.5,1.5,0.5,0,0,1,0.037,-5.6,0,1,77,210,3,Anthony Brown
542,2008,60,0.546,0,0.594,13.4,3.8,2.8,0.4,1.5,2.7,0,0,0.546,0.9,1.5,0.8,1.9,0.4,0.4,0.7,2.4,0.094,-2,0,0,84,240,5,Mario Kasun
543,2007,1,0.574,0,0.658,19.3,8,6.2,0.5,3,5.3,0,0,0.574,2,3,2.4,3.8,0.4,1.2,1.3,3.6,0.174,1.1,1.6,1,84,250,5,Brendan Haywood
544,2007,2,0.493,0.381,0.883,36.9,27,7.1,4.1,9.2,18.7,1.8,4.9,0.542,6.8,7.7,0.7,6.3,1.1,1.1,3.1,1.9,0.217,5.1,55.7,1,81,240,2,Paul Pierce
545,2007,3,0.525,0.368,0.754,32.8,14.1,8.4,3.2,6,11.3,0.5,1.3,0.546,1.7,2.3,2.2,6.2,0.8,1.2,1.6,2.3,0.16,3.2,34.1,1,82,245,5,David West
546,2007,4,0.441,0.375,0.819,32.6,14.9,3,5.7,5.3,12,1.4,3.7,0.498,2.9,3.5,0.4,2.5,1.5,0.2,2,2,0.133,2,25.7,1,73,175,1,Mike Bibby
547,2007,5,0.441,0.333,0.805,30,13.2,4.5,1.6,4.8,10.9,1,3,0.488,2.6,3.2,0.9,3.6,0.7,0.5,1.5,2.2,0.075,-1.3,4.4,1,81,235,3,Harrison Barnes
548,2007,6,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3,7.4,0.3,0.8,0.423,1.6,2.1,1.4,3.5,0.5,0.7,1.1,2.3,0.025,-4.7,-4.1,0,84,240,4,Travis Outlaw
549,2007,7,0.425,0.284,0.713,23,8.7,2.8,1.5,3.3,7.8,0.6,2.2,0.465,1.5,2.1,0.8,2,1.3,0.3,1.2,2.2,0.058,-1,4.8,1,81,186,3,Malik Sealy
550,2007,8,0.607,0,0.674,16.2,7,3.6,0.5,3,4.9,0,0,0.607,1,1.5,1.4,2.3,0.5,1,0.5,1.3,0.181,1.6,6.4,1,82,210,4,Kevon Looney
551,2007,9,0.491,0,0.7,27.9,8.8,9.1,2.8,3.4,6.8,0,0,0.491,2.1,3,3.2,5.9,0.8,1.3,1.7,2.8,0.16,4.1,28.4,1,83,230,5,P.J. Brown
552,2007,10,0.457,0.35,0.716,22.7,8.7,5.7,1.9,3.6,7.8,0.5,1.5,0.49,1,1.4,1.4,4.2,0.4,1,1.4,2.5,0.07,-0.7,5,1,85,245,5,Alex Len
553,2007,11,0.413,0.235,0.778,12.7,3.9,1,1.6,1.4,3.4,0.1,0.6,0.434,0.9,1.2,0.2,0.9,0.4,0,0.8,1,0.032,-5.4,-2,1,75,195,1,Mateen Cleaves
554,2007,12,0.501,0.329,0.673,30.7,13.4,6,1.7,5.8,11.5,0.5,1.4,0.521,1.4,2.1,2,4,1.5,0.4,1.4,2.2,0.103,0.7,19,1,80,221,4,Luol Deng
555,2007,13,0.499,0.262,0.584,13.2,3.9,2.3,0.8,1.7,3.4,0.1,0.3,0.509,0.4,0.7,0.8,1.5,0.6,0.3,0.7,0.8,0.061,-1.3,0.5,1,80,225,3,Derrick Brown
